Chromosome,Start,End,label_head,label_testis,Nearest_Chromosome,Nearest_Start,Nearest_End,Gene_ID,Identifier,Strand,Distance
3L,13226000,13227000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,174023
3L,13235000,13236000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,183023
3L,13240000,13241000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,188023
3L,13261000,13262000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,209023
3L,13264230,13265230,1.0,1.0,3L,13051257,13051978,FBgn0287423,GD14443,+,212253
3L,13273000,13274000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,221023
3L,13292000,13293000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,240023
3L,13301000,13302000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,249023
3L,13305000,13306000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,253023
3L,13307000,13308000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,255023
3L,13320000,13321000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,268023
3L,13321000,13322000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,269023
3L,13340000,13341000,0.0,0.0,3L,13051257,13051978,FBgn0287423,GD14443,+,288023
3L,13355000,13356000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-281454
3L,13365000,13366000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-271454
3L,13373559,13374559,1.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-262895
3L,13387000,13388000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-249454
3L,13395000,13396000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-241454
3L,13400000,13401000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-236454
3L,13403000,13404000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-233454
3L,13406000,13407000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-230454
3L,13409000,13410000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-227454
3L,13419000,13420000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-217454
3L,13426000,13427000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-210454
3L,13429000,13430000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-207454
3L,13454000,13455000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-182454
3L,13466758,13467758,1.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-169696
3L,13474000,13475000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-162454
3L,13477000,13478000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-159454
3L,13483245,13484245,1.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-153209
3L,13486080,13487080,1.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-150374
3L,13490000,13491000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-146454
3L,13492000,13493000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-144454
3L,13496000,13497000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-140454
3L,13506000,13507000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-130454
3L,13516000,13517000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-120454
3L,13517000,13518000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-119454
3L,13529094,13530094,1.0,1.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-107360
3L,13540000,13541000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-96454
3L,13552000,13553000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-84454
3L,13569845,13570845,1.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-66609
3L,13580000,13581000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-56454
3L,13581423,13582423,0.0,1.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-55031
3L,13595000,13596000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-41454
3L,13599423,13600423,1.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-37031
3L,13615000,13616000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-21454
3L,13625000,13626000,0.0,0.0,3L,13637453,13638376,FBgn0036390,GD12642,-,-11454
3L,13649780,13650780,1.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,0
3L,13658252,13659252,1.0,1.0,3L,13650689,13651560,FBgn0036393,GD14467,+,6693
3L,13666311,13667311,1.0,1.0,3L,13650689,13651560,FBgn0036393,GD14467,+,14752
3L,13667746,13668746,1.0,1.0,3L,13650689,13651560,FBgn0036393,GD14467,+,16187
3L,13669731,13670731,1.0,1.0,3L,13650689,13651560,FBgn0036393,GD14467,+,18172
3L,13672000,13673000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,20441
3L,13682000,13683000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,30441
3L,13686000,13687000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,34441
3L,13689000,13690000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,37441
3L,13691000,13692000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,39441
3L,13712000,13713000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,60441
3L,13720657,13721657,0.0,1.0,3L,13650689,13651560,FBgn0036393,GD14467,+,69098
3L,13724941,13725941,1.0,1.0,3L,13650689,13651560,FBgn0036393,GD14467,+,73382
3L,13737416,13738416,1.0,1.0,3L,13650689,13651560,FBgn0036393,GD14467,+,85857
3L,13739000,13740000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,87441
3L,13745000,13746000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,93441
3L,13753000,13754000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,101441
3L,13772000,13773000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,120441
3L,13781000,13782000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,129441
3L,13783000,13784000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,131441
3L,13787000,13788000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,135441
3L,13796902,13797902,1.0,1.0,3L,13650689,13651560,FBgn0036393,GD14467,+,145343
3L,13816000,13817000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,164441
3L,13875000,13876000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,223441
3L,13890000,13891000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,238441
3L,13895000,13896000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,243441
3L,13897000,13898000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,245441
3L,13898000,13899000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,246441
3L,13903000,13904000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,251441
3L,13905000,13906000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,253441
3L,13907000,13908000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,255441
3L,13921000,13922000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,269441
3L,13926000,13927000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,274441
3L,13953000,13954000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,301441
3L,13964000,13965000,0.0,0.0,3L,13650689,13651560,FBgn0036393,GD14467,+,312441
3L,13988000,13989000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-328658
3L,14002000,14003000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-314658
3L,14005000,14006000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-311658
3L,14014664,14015664,1.0,1.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-301994
3L,14023000,14024000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-293658
3L,14028000,14029000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-288658
3L,14039000,14040000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-277658
3L,14041000,14042000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-275658
3L,14047000,14048000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-269658
3L,14063000,14064000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-253658
3L,14081722,14082722,1.0,1.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-234936
3L,14102000,14103000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-214658
3L,14118883,14119883,0.0,1.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-197775
3L,14125000,14126000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-191658
3L,14126585,14127585,1.0,1.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-190073
3L,14154602,14155602,1.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-162056
3L,14158000,14159000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-158658
3L,14165000,14166000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-151658
3L,14180763,14181763,1.0,1.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-135895
3L,14182898,14183898,1.0,1.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-133760
3L,14189254,14190254,1.0,1.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-127404
3L,14194000,14195000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-122658
3L,14199000,14200000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-117658
3L,14199981,14200981,1.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-116677
3L,14209000,14210000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-107658
3L,14214000,14215000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-102658
3L,14219000,14220000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-97658
3L,14228000,14229000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-88658
3L,14235000,14236000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-81658
3L,14239000,14240000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-77658
3L,14241000,14242000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-75658
3L,14244523,14245523,1.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-72135
3L,14252000,14253000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-64658
3L,14253000,14254000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-63658
3L,14262000,14263000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-54658
3L,14275000,14276000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-41658
3L,14276000,14277000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-40658
3L,14280000,14281000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-36658
3L,14287000,14288000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-29658
3L,14291000,14292000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-25658
3L,14292982,14293982,1.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-23676
3L,14294487,14295487,1.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-22171
3L,14304000,14305000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-12658
3L,14305999,14306999,1.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-10659
3L,14306939,14307939,1.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-9719
3L,14309000,14310000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-7658
3L,14310000,14311000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-6658
3L,14313000,14314000,0.0,0.0,3L,14317657,14318209,FBgn0262581,GD12612,-,-3658
3L,14333000,14334000,0.0,0.0,3L,14337050,14337680,FBgn0036438,GD14498,+,-3051
3L,14336010,14337010,1.0,0.0,3L,14337050,14337680,FBgn0036438,GD14498,+,-41
3L,14360000,14361000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,-13428
3L,14367000,14368000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,-6428
3L,14368792,14369792,1.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,-4636
3L,14371000,14372000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,-2428
3L,14395000,14396000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,19576
3L,14407000,14408000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,31576
3L,14412000,14413000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,36576
3L,14421716,14422716,1.0,1.0,3L,14374427,14375425,FBgn0036443,GD12607,-,46292
3L,14422480,14423480,1.0,1.0,3L,14374427,14375425,FBgn0036443,GD12607,-,47056
3L,14452500,14453500,1.0,1.0,3L,14374427,14375425,FBgn0036443,GD12607,-,77076
3L,14460623,14461623,1.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,85199
3L,14464227,14465227,1.0,1.0,3L,14374427,14375425,FBgn0036443,GD12607,-,88803
3L,14465000,14466000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,89576
3L,14472000,14473000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,96576
3L,14476574,14477574,1.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,101150
3L,14488338,14489338,1.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,112914
3L,14500000,14501000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,124576
3L,14514000,14515000,0.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,138576
3L,14520360,14521360,1.0,0.0,3L,14374427,14375425,FBgn0036443,GD12607,-,144936
3L,14533049,14534049,1.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-148903
3L,14539000,14540000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-142952
3L,14550000,14551000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-131952
3L,14551000,14552000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-130952
3L,14562000,14563000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-119952
3L,14568000,14569000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-113952
3L,14571000,14572000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-110952
3L,14577318,14578318,1.0,1.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-104634
3L,14601000,14602000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-80952
3L,14607000,14608000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-74952
3L,14613000,14614000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-68952
3L,14635000,14636000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-46952
3L,14636000,14637000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-45952
3L,14638000,14639000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-43952
3L,14645479,14646479,1.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-36473
3L,14646258,14647258,1.0,1.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-35694
3L,14657000,14658000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-24952
3L,14663000,14664000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-18952
3L,14667000,14668000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-14952
3L,14671000,14672000,0.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-10952
3L,14681606,14682606,1.0,0.0,3L,14682951,14683263,FBgn0263761,GD27785,-,-346
3L,14690000,14691000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,798
3L,14700000,14701000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,10798
3L,14709000,14710000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,19798
3L,14713000,14714000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,23798
3L,14730098,14731098,1.0,1.0,3L,14687966,14689203,FBgn0036470,GD14520,+,40896
3L,14732020,14733020,1.0,1.0,3L,14687966,14689203,FBgn0036470,GD14520,+,42818
3L,14735466,14736466,1.0,1.0,3L,14687966,14689203,FBgn0036470,GD14520,+,46264
3L,14744000,14745000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,54798
3L,14755906,14756906,1.0,1.0,3L,14687966,14689203,FBgn0036470,GD14520,+,66704
3L,14774713,14775713,1.0,1.0,3L,14687966,14689203,FBgn0036470,GD14520,+,85511
3L,14785000,14786000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,95798
3L,14788000,14789000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,98798
3L,14789026,14790026,1.0,1.0,3L,14687966,14689203,FBgn0036470,GD14520,+,99824
3L,14798232,14799232,1.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,109030
3L,14814000,14815000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,124798
3L,14830000,14831000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,140798
3L,14835000,14836000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,145798
3L,14841000,14842000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,151798
3L,14849000,14850000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,159798
3L,14852000,14853000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,162798
3L,14860720,14861720,1.0,1.0,3L,14687966,14689203,FBgn0036470,GD14520,+,171518
3L,14862000,14863000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,172798
3L,14865503,14866503,1.0,1.0,3L,14687966,14689203,FBgn0036470,GD14520,+,176301
3L,14875000,14876000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,185798
3L,14890000,14891000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,200798
3L,14894000,14895000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,204798
3L,14898000,14899000,0.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,208798
3L,14899754,14900754,1.0,0.0,3L,14687966,14689203,FBgn0036470,GD14520,+,210552
3L,14922000,14923000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-213052
3L,14923000,14924000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-212052
3L,14929000,14930000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-206052
3L,14945000,14946000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-190052
3L,14956000,14957000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-179052
3L,14971000,14972000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-164052
3L,14981000,14982000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-154052
3L,14983000,14984000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-152052
3L,14989000,14990000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-146052
3L,14995000,14996000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-140052
3L,15003607,15004607,1.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-131445
3L,15017000,15018000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-118052
3L,15021000,15022000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-114052
3L,15028000,15029000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-107052
3L,15046000,15047000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-89052
3L,15072000,15073000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-63052
3L,15085000,15086000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-50052
3L,15090000,15091000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-45052
3L,15108458,15109458,1.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-26594
3L,15110000,15111000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-25052
3L,15111000,15112000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-24052
3L,15117000,15118000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,-18052
3L,15139000,15140000,0.0,0.0,3L,15136051,15137447,FBgn0028377,GD14548,+,1554
3L,15140832,15141832,1.0,1.0,3L,15143003,15143993,FBgn0036503,GD12560,-,-1172
3L,15169000,15170000,0.0,0.0,3L,15156898,15158954,FBgn0262893,GD27815,-,10047
3L,15173000,15174000,0.0,0.0,3L,15156898,15158954,FBgn0262893,GD27815,-,14047
3L,15175006,15176006,0.0,1.0,3L,15156898,15158954,FBgn0262893,GD27815,-,16053
3L,15179000,15180000,0.0,0.0,3L,15156898,15158954,FBgn0262893,GD27815,-,20047
3L,15180481,15181481,1.0,1.0,3L,15156898,15158954,FBgn0262893,GD27815,-,21528
3L,15203000,15204000,0.0,0.0,3L,15156898,15158954,FBgn0262893,GD27815,-,44047
3L,15208251,15209251,1.0,1.0,3L,15156898,15158954,FBgn0262893,GD27815,-,49298
3L,15215000,15216000,0.0,0.0,3L,15156898,15158954,FBgn0262893,GD27815,-,56047
3L,15247000,15248000,0.0,0.0,3L,15273074,15273624,FBgn0262529,GD28988,+,-25075
3L,15262000,15263000,0.0,0.0,3L,15273074,15273624,FBgn0262529,GD28988,+,-10075
3L,15270000,15271000,0.0,0.0,3L,15273074,15273624,FBgn0262529,GD28988,+,-2075
3L,15272000,15273000,0.0,0.0,3L,15273074,15273624,FBgn0262529,GD28988,+,-75
3L,15285000,15286000,0.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,67
3L,15288000,15289000,0.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,3067
3L,15294000,15295000,0.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,9067
3L,15299000,15300000,0.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,14067
3L,15305000,15306000,0.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,20067
3L,15307389,15308389,1.0,1.0,3L,15284413,15284934,FBgn0004593,GD12543,-,22456
3L,15315000,15316000,0.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,30067
3L,15320379,15321379,1.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,35446
3L,15328000,15329000,0.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,43067
3L,15345893,15346893,1.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,60960
3L,15347681,15348681,1.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,62748
3L,15350000,15351000,0.0,0.0,3L,15284413,15284934,FBgn0004593,GD12543,-,65067
3L,15351354,15352354,1.0,1.0,3L,15284413,15284934,FBgn0004593,GD12543,-,66421
3L,15378000,15379000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,-51234
3L,15385000,15386000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,-44234
3L,15394000,15395000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,-35234
3L,15405000,15406000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,-24234
3L,15420000,15421000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,-9234
3L,15421000,15422000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,-8234
3L,15428000,15429000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,-1234
3L,15475000,15476000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,43768
3L,15479000,15480000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,47768
3L,15483000,15484000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,51768
3L,15486862,15487862,1.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,55630
3L,15490517,15491517,1.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,59285
3L,15497411,15498411,1.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,66179
3L,15511000,15512000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,79768
3L,15527000,15528000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,95768
3L,15532817,15533817,1.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,101585
3L,15570128,15571128,1.0,1.0,3L,15430233,15431233,FBgn0036532,GD14573,+,138896
3L,15571000,15572000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,139768
3L,15573000,15574000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,141768
3L,15589000,15590000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,157768
3L,15592000,15593000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,160768
3L,15622827,15623827,1.0,1.0,3L,15430233,15431233,FBgn0036532,GD14573,+,191595
3L,15632000,15633000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,200768
3L,15636937,15637937,1.0,1.0,3L,15430233,15431233,FBgn0036532,GD14573,+,205705
3L,15637886,15638886,1.0,1.0,3L,15430233,15431233,FBgn0036532,GD14573,+,206654
3L,15643000,15644000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,211768
3L,15650678,15651678,0.0,1.0,3L,15430233,15431233,FBgn0036532,GD14573,+,219446
3L,15654000,15655000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,222768
3L,15655000,15656000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,223768
3L,15658346,15659346,1.0,1.0,3L,15430233,15431233,FBgn0036532,GD14573,+,227114
3L,15662843,15663843,1.0,1.0,3L,15430233,15431233,FBgn0036532,GD14573,+,231611
3L,15669000,15670000,0.0,0.0,3L,15430233,15431233,FBgn0036532,GD14573,+,237768
3L,15680000,15681000,0.0,0.0,3L,15911659,15912092,FBgn0262894,GD14618,+,-230660
3L,15686000,15687000,0.0,0.0,3L,15911659,15912092,FBgn0262894,GD14618,+,-224660
3L,15691000,15692000,0.0,0.0,3L,15911659,15912092,FBgn0262894,GD14618,+,-219660
3L,15697201,15698201,0.0,1.0,3L,15911659,15912092,FBgn0262894,GD14618,+,-213459
3L,15706000,15707000,0.0,0.0,3L,15911659,15912092,FBgn0262894,GD14618,+,-204660
3L,15710000,15711000,0.0,0.0,3L,15911659,15912092,FBgn0262894,GD14618,+,-200660
