Peak_chr	Peak_Start	Peak_End	label_head	label_testis	Gene_chr	Gene_Start	Gene_End	Gene_ID	Gene_Symbol	Transcript_ID	Transcript_Symbol	signed_distance
3L	17849347	17850347	1.0	1.0	3L	17846916	17849601	FBgn0036762	CG7430	FBtr0075140	CG7430-RA	0
3L	17849347	17850347	1.0	1.0	3L	17849727	17852453	FBgn0036763	TrpRS-m	FBtr0075141	TrpRS-m-RA	0
3L	17856206	17857206	1.0	1.0	3L	17852624	17856794	FBgn0036764	CG5535	FBtr0075159	CG5535-RB	0
3L	17857378	17858378	1.0	1.0	3L	17858474	17860482	FBgn0054002	CG34002	FBtr0302155	CG34002-RB	96
3L	17861296	17862296	0.0	1.0	3L	17858474	17860482	FBgn0054002	CG34002	FBtr0302155	CG34002-RB	-814
3L	17870703	17871703	1.0	1.0	3L	17868740	17870573	FBgn0262532	CR43086	FBtr0345000	CR43086-RC	-130
3L	17874144	17875144	1.0	0.0	3L	17874715	17876573	FBgn0262533	CR43087	FBtr0304979	CR43087-RA	0
3L	17878524	17879524	1.0	1.0	3L	17879096	17883653	FBgn0036765	CG7408	FBtr0075142	CG7408-RB	0
3L	17893390	17894390	0.0	1.0	3L	17891820	17895862	FBgn0036769	Tsp74F	FBtr0075154	Tsp74F-RA	0
3L	17893930	17894930	0.0	1.0	3L	17891820	17895862	FBgn0036769	Tsp74F	FBtr0075154	Tsp74F-RA	0
3L	17895329	17896329	0.0	1.0	3L	17891820	17895862	FBgn0036769	Tsp74F	FBtr0075154	Tsp74F-RA	0
3L	17896503	17897503	1.0	0.0	3L	17891820	17895862	FBgn0036769	Tsp74F	FBtr0075154	Tsp74F-RA	-641
3L	17898403	17899403	1.0	1.0	3L	17898889	17907812	FBgn0036770	Prestin	FBtr0075153	Prestin-RA	0
3L	17903475	17904475	1.0	0.0	3L	17898889	17907812	FBgn0036770	Prestin	FBtr0075153	Prestin-RA	0
3L	17905449	17906449	1.0	0.0	3L	17898889	17907812	FBgn0036770	Prestin	FBtr0075153	Prestin-RA	0
3L	17907056	17908056	1.0	1.0	3L	17898889	17907812	FBgn0036770	Prestin	FBtr0075153	Prestin-RA	0
3L	17912528	17913528	1.0	1.0	3L	17909483	17912565	FBgn0036772	CG5290	FBtr0075152	CG5290-RA	0
3L	17933513	17934513	1.0	0.0	3L	17934032	17946114	FBgn0267794	lncRNA:CR43174	FBtr0347237	lncRNA:CR43174-RB	0
3L	17945178	17946178	0.0	1.0	3L	17934032	17946114	FBgn0267794	lncRNA:CR43174	FBtr0347237	lncRNA:CR43174-RB	0
3L	17947157	17948157	1.0	1.0	3L	17947192	17947700	FBgn0266942	lncRNA:CR45393	FBtr0345835	lncRNA:CR45393-RA	0
3L	17949899	17950899	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	54
3L	17956290	17957290	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17957602	17958602	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17961303	17962303	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17961966	17962966	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17964645	17965645	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17968562	17969562	1.0	0.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17970853	17971853	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17972372	17973372	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17974363	17975363	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17976149	17977149	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17977539	17978539	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17978400	17979400	1.0	0.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17980374	17981374	1.0	0.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17980374	17981374	1.0	0.0	3L	17981321	17981841	FBgn0267581	lncRNA:CR45921	FBtr0346997	lncRNA:CR45921-RA	0
3L	17983666	17984666	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17988865	17989865	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17989655	17990655	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17995014	17996014	1.0	0.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	17999254	18000254	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18002841	18003841	1.0	0.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18002841	18003841	1.0	0.0	3L	18002978	18003078	FBgn0086081	snoRNA:Me28S-A30	FBtr0114357	snoRNA:Me28S-A30-RA	0
3L	18004418	18005418	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18005039	18006039	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18019627	18020627	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18020703	18021703	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18021656	18022656	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18022278	18023278	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18025657	18026657	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18029224	18030224	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18032478	18033478	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18033471	18034471	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18034106	18035106	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18034709	18035709	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18035878	18036878	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18044017	18045017	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18044017	18045017	1.0	1.0	3L	18042733	18044214	FBgn0259739	CG42393	FBtr0300044	CG42393-RA	0
3L	18045426	18046426	1.0	0.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18046492	18047492	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18056692	18057692	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18061177	18062177	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18062362	18063362	0.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18062932	18063932	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18064404	18065404	1.0	1.0	3L	17950953	18064696	FBgn0000568	Eip75B	FBtr0075148	Eip75B-RB	0
3L	18069556	18070556	1.0	1.0	3L	18068728	18070150	FBgn0264748	CG44006	FBtr0334132	CG44006-RA	0
3L	18069556	18070556	1.0	1.0	3L	18070300	18072123	FBgn0264747	CG44005	FBtr0334130	CG44005-RA	0
3L	18073357	18074357	1.0	1.0	3L	18072362	18073863	FBgn0264746	CG44004	FBtr0344997	CG44004-RB	0
3L	18077380	18078380	1.0	1.0	3L	18077581	18078103	FBgn0266941	lncRNA:CR45392	FBtr0345833	lncRNA:CR45392-RA	0
3L	18077963	18078963	1.0	0.0	3L	18077581	18078103	FBgn0266941	lncRNA:CR45392	FBtr0345833	lncRNA:CR45392-RA	0
3L	18078876	18079876	0.0	1.0	3L	18077581	18078103	FBgn0266941	lncRNA:CR45392	FBtr0345833	lncRNA:CR45392-RA	-773
3L	18081669	18082669	0.0	1.0	3L	18081121	18085310	FBgn0262898	lncRNA:CR43253	FBtr0344581	lncRNA:CR43253-RB	0
3L	18083647	18084647	0.0	1.0	3L	18081121	18085310	FBgn0262898	lncRNA:CR43253	FBtr0344581	lncRNA:CR43253-RB	0
3L	18086824	18087824	0.0	1.0	3L	18085305	18087058	FBgn0052194	lncRNA:CR32194	FBtr0306733	lncRNA:CR32194-RC	0
3L	18086824	18087824	0.0	1.0	3L	18086674	18087320	FBgn0085282	CG34253	FBtr0112447	CG34253-RA	0
3L	18090390	18091390	0.0	1.0	3L	18088417	18106149	FBgn0036773	CG13698	FBtr0075137	CG13698-RB	0
3L	18093295	18094295	1.0	1.0	3L	18088417	18106149	FBgn0036773	CG13698	FBtr0075137	CG13698-RB	0
3L	18095313	18096313	0.0	1.0	3L	18088417	18106149	FBgn0036773	CG13698	FBtr0075137	CG13698-RB	0
3L	18099410	18100410	0.0	1.0	3L	18088417	18106149	FBgn0036773	CG13698	FBtr0075137	CG13698-RB	0
3L	18104094	18105094	1.0	0.0	3L	18088417	18106149	FBgn0036773	CG13698	FBtr0075137	CG13698-RB	0
3L	18105688	18106688	1.0	1.0	3L	18088417	18106149	FBgn0036773	CG13698	FBtr0075137	CG13698-RB	0
3L	18105688	18106688	1.0	1.0	3L	18106579	18107499	FBgn0036774	mRpS26	FBtr0075121	mRpS26-RA	0
3L	18109071	18110071	1.0	1.0	3L	18107848	18109574	FBgn0036775	Polr3D	FBtr0075136	Polr3D-RA	0
3L	18109071	18110071	1.0	1.0	3L	18109814	18112847	FBgn0002901	mus304	FBtr0075122	mus304-RA	0
3L	18112439	18113439	1.0	0.0	3L	18109814	18112847	FBgn0002901	mus304	FBtr0075122	mus304-RA	0
3L	18112439	18113439	1.0	0.0	3L	18112959	18121003	FBgn0036777	CG7341	FBtr0075123	CG7341-RA	0
3L	18112439	18113439	1.0	0.0	3L	18112959	18119150	FBgn0052195	CG32195	FBtr0075125	CG32195-RA	0
3L	18113990	18114990	1.0	1.0	3L	18112959	18121003	FBgn0036777	CG7341	FBtr0075123	CG7341-RA	0
3L	18113990	18114990	1.0	1.0	3L	18112959	18119150	FBgn0052195	CG32195	FBtr0075125	CG32195-RA	0
3L	18127055	18128055	1.0	1.0	3L	18128940	18132689	FBgn0036778	Cyp312a1	FBtr0075135	Cyp312a1-RA	885
3L	18138779	18139779	1.0	1.0	3L	18139402	18145418	FBgn0020300	geko	FBtr0075126	geko-RB	0
3L	18141304	18142304	1.0	0.0	3L	18139402	18145418	FBgn0020300	geko	FBtr0075126	geko-RB	0
3L	18141509	18142509	0.0	1.0	3L	18139402	18145418	FBgn0020300	geko	FBtr0075126	geko-RB	0
3L	18144186	18145186	1.0	1.0	3L	18139402	18145418	FBgn0020300	geko	FBtr0075126	geko-RB	0
3L	18147704	18148704	1.0	0.0	3L	18148923	18153807	FBgn0036780	CG7330	FBtr0075127	CG7330-RA	219
3L	18148352	18149352	1.0	0.0	3L	18148923	18153807	FBgn0036780	CG7330	FBtr0075127	CG7330-RA	0
3L	18153877	18154877	1.0	0.0	3L	18154897	18162522	FBgn0036781	CG13699	FBtr0075134	CG13699-RA	20
3L	18170859	18171859	1.0	1.0	3L	18167745	18185641	FBgn0003997	hid	FBtr0075133	hid-RA	0
3L	18171990	18172990	1.0	1.0	3L	18167745	18185641	FBgn0003997	hid	FBtr0075133	hid-RA	0
3L	18172651	18173651	0.0	1.0	3L	18167745	18185641	FBgn0003997	hid	FBtr0075133	hid-RA	0
3L	18174420	18175420	1.0	1.0	3L	18167745	18185641	FBgn0003997	hid	FBtr0075133	hid-RA	0
3L	18176150	18177150	1.0	1.0	3L	18167745	18185641	FBgn0003997	hid	FBtr0075133	hid-RA	0
3L	18177309	18178309	1.0	0.0	3L	18167745	18185641	FBgn0003997	hid	FBtr0075133	hid-RA	0
3L	18179311	18180311	1.0	1.0	3L	18167745	18185641	FBgn0003997	hid	FBtr0075133	hid-RA	0
3L	18184488	18185488	0.0	1.0	3L	18167745	18185641	FBgn0003997	hid	FBtr0075133	hid-RA	0
3L	18185512	18186512	1.0	1.0	3L	18167745	18185641	FBgn0003997	hid	FBtr0075133	hid-RA	0
3L	18203990	18204990	0.0	1.0	3L	18201494	18203637	FBgn0036782	CG7320	FBtr0310156	CG7320-RB	-353
3L	18233998	18234998	1.0	1.0	3L	18234246	18234760	FBgn0267599	lncRNA:CR45937	FBtr0347044	lncRNA:CR45937-RA	0
3L	18243341	18244341	0.0	1.0	3L	18243700	18244239	FBgn0267598	lncRNA:CR45936	FBtr0347043	lncRNA:CR45936-RA	0
3L	18290934	18291934	1.0	0.0	3L	18292125	18294262	FBgn0036784	CG5103	FBtr0075132	CG5103-RA	191
3L	18304133	18305133	0.0	1.0	3L	18302719	18304417	FBgn0015946	grim	FBtr0075130	grim-RA	0
3L	18304133	18305133	0.0	1.0	3L	18303431	18304179	FBgn0267636	asRNA:CR45974	FBtr0347091	asRNA:CR45974-RA	0
3L	18323364	18324364	1.0	0.0	3L	18323584	18323985	FBgn0286033	lncRNA:CR46353	FBtr0473373	lncRNA:CR46353-RA	0
3L	18398044	18399044	1.0	1.0	3L	18397535	18398435	FBgn0011706	rpr	FBtr0075120	rpr-RA	0
3L	18439427	18440427	0.0	1.0	3L	18438561	18439942	FBgn0036786	skl	FBtr0075119	skl-RA	0
3L	18460444	18461444	1.0	1.0	3L	18459464	18461024	FBgn0052196	CG32196	FBtr0273401	CG32196-RB	0
3L	18502201	18503201	0.0	1.0	3L	18485137	18502557	FBgn0036789	AstC-R2	FBtr0089387	AstC-R2-RB	0
3L	18559654	18560654	0.0	1.0	3L	18560258	18576326	FBgn0036790	AstC-R1	FBtr0089578	AstC-R1-RA	0
3L	18562415	18563415	0.0	1.0	3L	18560258	18576326	FBgn0036790	AstC-R1	FBtr0089578	AstC-R1-RA	0
3L	18569137	18570137	0.0	1.0	3L	18560258	18576326	FBgn0036790	AstC-R1	FBtr0089578	AstC-R1-RA	0
3L	18569899	18570899	0.0	1.0	3L	18560258	18576326	FBgn0036790	AstC-R1	FBtr0089578	AstC-R1-RA	0
3L	18584481	18585481	0.0	1.0	3L	18583437	18584235	FBgn0266984	lncRNA:CR45435	FBtr0345886	lncRNA:CR45435-RA	-246
3L	18601786	18602786	1.0	0.0	3L	18600150	18617943	FBgn0036793	CG4174	FBtr0344517	CG4174-RD	0
3L	18601786	18602786	1.0	0.0	3L	18600150	18617943	FBgn0036799	CG13380	FBtr0100555	CG13380-RB	0
3L	18602854	18603854	1.0	0.0	3L	18600150	18617943	FBgn0036793	CG4174	FBtr0344517	CG4174-RD	0
3L	18602854	18603854	1.0	0.0	3L	18600150	18617943	FBgn0036799	CG13380	FBtr0100555	CG13380-RB	0
3L	18602854	18603854	1.0	0.0	3L	18603425	18605415	FBgn0265268	CG18234	FBtr0300049	CG18234-RC	0
3L	18604905	18605905	1.0	0.0	3L	18600150	18617943	FBgn0036793	CG4174	FBtr0344517	CG4174-RD	0
3L	18604905	18605905	1.0	0.0	3L	18600150	18617943	FBgn0036799	CG13380	FBtr0100555	CG13380-RB	0
3L	18604905	18605905	1.0	0.0	3L	18603425	18605415	FBgn0265268	CG18234	FBtr0300049	CG18234-RC	0
3L	18604905	18605905	1.0	0.0	3L	18605472	18607349	FBgn0036795	CG18233	FBtr0304702	CG18233-RB	0
3L	18606992	18607992	1.0	0.0	3L	18600150	18617943	FBgn0036793	CG4174	FBtr0344517	CG4174-RD	0
3L	18606992	18607992	1.0	0.0	3L	18600150	18617943	FBgn0036799	CG13380	FBtr0100555	CG13380-RB	0
3L	18606992	18607992	1.0	0.0	3L	18605472	18607349	FBgn0036795	CG18233	FBtr0304702	CG18233-RB	0
3L	18606992	18607992	1.0	0.0	3L	18607462	18609512	FBgn0036796	CG18231	FBtr0300052	CG18231-RB	0
3L	18611272	18612272	1.0	0.0	3L	18600150	18617943	FBgn0036793	CG4174	FBtr0344517	CG4174-RD	0
3L	18611272	18612272	1.0	0.0	3L	18600150	18617943	FBgn0036799	CG13380	FBtr0100555	CG13380-RB	0
3L	18611272	18612272	1.0	0.0	3L	18609620	18611862	FBgn0052201	CG32201	FBtr0300051	CG32201-RB	0
3L	18611272	18612272	1.0	0.0	3L	18611900	18614004	FBgn0052199	CG32199	FBtr0331419	CG32199-RB	0
3L	18617872	18618872	1.0	1.0	3L	18600150	18617943	FBgn0036793	CG4174	FBtr0344517	CG4174-RD	0
3L	18617872	18618872	1.0	1.0	3L	18600150	18617943	FBgn0036799	CG13380	FBtr0100555	CG13380-RB	0
3L	18617872	18618872	1.0	1.0	3L	18618305	18622129	FBgn0013717	not	FBtr0290259	not-RB	0
3L	18617872	18618872	1.0	1.0	3L	18618390	18618461	FBgn0052200	tRNA:Pro-CGG-2-3	FBtr0075107	tRNA:Pro-CGG-2-3-RA	0
3L	18621175	18622175	1.0	1.0	3L	18618305	18622129	FBgn0013717	not	FBtr0290259	not-RB	0
3L	18625588	18626588	1.0	0.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18626401	18627401	1.0	0.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18627367	18628367	1.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18629374	18630374	0.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18632803	18633803	0.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18640460	18641460	1.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18646827	18647827	0.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18647753	18648753	0.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18651456	18652456	0.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18653459	18654459	0.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18657361	18658361	1.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18658204	18659204	0.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18665433	18666433	1.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18666510	18667510	1.0	1.0	3L	18625959	18667177	FBgn0036801	MYPT-75D	FBtr0075049	MYPT-75D-RA	0
3L	18666510	18667510	1.0	1.0	3L	18667361	18668135	FBgn0260027	CG42495	FBtr0300582	CG42495-RA	0
3L	18672021	18673021	1.0	1.0	3L	18668153	18673324	FBgn0042134	Capr	FBtr0075098	Capr-RA	0
3L	18675382	18676382	0.0	1.0	3L	18673474	18675413	FBgn0040322	GNBP2	FBtr0075094	GNBP2-RB	0
3L	18675382	18676382	0.0	1.0	3L	18675800	18677876	FBgn0040323	GNBP1	FBtr0075050	GNBP1-RA	0
3L	18681499	18682499	1.0	1.0	3L	18681037	18681836	FBgn0036804	Sgf11	FBtr0113179	Sgf11-RB	0
3L	18681499	18682499	1.0	1.0	3L	18682184	18682860	FBgn0052202	CG32202	FBtr0075051	CG32202-RA	0
3L	18683411	18684411	1.0	1.0	3L	18682895	18684061	FBgn0036805	Chmp1	FBtr0075092	Chmp1-RA	0
3L	18683411	18684411	1.0	1.0	3L	18684259	18686319	FBgn0036806	Cyp12c1	FBtr0075091	Cyp12c1-RA	0
3L	18698613	18699613	0.0	1.0	3L	18696402	18698412	FBgn0036808	Dic4	FBtr0075090	Dic4-RA	-201
3L	18742764	18743764	0.0	1.0	3L	18744488	18745699	FBgn0036810	CG6885	FBtr0075053	CG6885-RA	724
3L	18743430	18744430	0.0	1.0	3L	18744488	18745699	FBgn0036810	CG6885	FBtr0075053	CG6885-RA	58
3L	18745494	18746494	1.0	1.0	3L	18744488	18745699	FBgn0036810	CG6885	FBtr0075053	CG6885-RA	0
3L	18745494	18746494	1.0	1.0	3L	18745856	18746623	FBgn0036811	MED11	FBtr0075054	MED11-RA	0
3L	18748092	18749092	1.0	1.0	3L	18746611	18748367	FBgn0036812	Nufip	FBtr0075088	Nufip-RA	0
3L	18748092	18749092	1.0	1.0	3L	18748687	18750483	FBgn0036813	Atg3	FBtr0075055	Atg3-RA	0
3L	18749488	18750488	0.0	1.0	3L	18748687	18750483	FBgn0036813	Atg3	FBtr0075055	Atg3-RA	0
3L	18753520	18754520	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18753520	18754520	1.0	1.0	3L	18753797	18754085	FBgn0267600	lncRNA:CR45938	FBtr0347046	lncRNA:CR45938-RA	0
3L	18755875	18756875	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18756688	18757688	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18758808	18759808	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18760412	18761412	0.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18765399	18766399	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18771233	18772233	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18771233	18772233	1.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18781361	18782361	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18781361	18782361	1.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18783375	18784375	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18783375	18784375	1.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18787476	18788476	0.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18787476	18788476	0.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18789202	18790202	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18789202	18790202	1.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18790788	18791788	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18790788	18791788	1.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18792556	18793556	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18792556	18793556	1.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18794659	18795659	0.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18794659	18795659	0.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18795483	18796483	0.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18795483	18796483	0.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18800410	18801410	1.0	1.0	3L	18750607	18801309	FBgn0001078	ftz-f1	FBtr0075086	ftz-f1-RB	0
3L	18800410	18801410	1.0	1.0	3L	18772086	18801312	FBgn0267601	lncRNA:CR45939	FBtr0347047	lncRNA:CR45939-RA	0
3L	18811851	18812851	1.0	1.0	3L	18802265	18820675	FBgn0036814	CG14073	FBtr0075084	CG14073-RB	0
3L	18813816	18814816	1.0	1.0	3L	18802265	18820675	FBgn0036814	CG14073	FBtr0075084	CG14073-RB	0
3L	18815843	18816843	1.0	0.0	3L	18802265	18820675	FBgn0036814	CG14073	FBtr0075084	CG14073-RB	0
3L	18817050	18818050	1.0	1.0	3L	18802265	18820675	FBgn0036814	CG14073	FBtr0075084	CG14073-RB	0
3L	18819663	18820663	1.0	1.0	3L	18802265	18820675	FBgn0036814	CG14073	FBtr0075084	CG14073-RB	0
3L	18820947	18821947	1.0	1.0	3L	18821171	18822353	FBgn0036815	HipHop	FBtr0075056	HipHop-RA	0
3L	18822321	18823321	1.0	1.0	3L	18821171	18822353	FBgn0036815	HipHop	FBtr0075056	HipHop-RA	0
3L	18822321	18823321	1.0	1.0	3L	18822604	18828188	FBgn0000261	Cat	FBtr0075058	Cat-RA	0
3L	18828039	18829039	1.0	0.0	3L	18822604	18828188	FBgn0000261	Cat	FBtr0075058	Cat-RA	0
3L	18828039	18829039	1.0	0.0	3L	18828632	18846267	FBgn0036816	Indy	FBtr0075081	Indy-RB	0
3L	18831886	18832886	1.0	0.0	3L	18828632	18846267	FBgn0036816	Indy	FBtr0075081	Indy-RB	0
3L	18833044	18834044	1.0	0.0	3L	18828632	18846267	FBgn0036816	Indy	FBtr0075081	Indy-RB	0
3L	18834588	18835588	1.0	1.0	3L	18828632	18846267	FBgn0036816	Indy	FBtr0075081	Indy-RB	0
3L	18839985	18840985	1.0	1.0	3L	18828632	18846267	FBgn0036816	Indy	FBtr0075081	Indy-RB	0
3L	18840956	18841956	1.0	0.0	3L	18828632	18846267	FBgn0036816	Indy	FBtr0075081	Indy-RB	0
3L	18840956	18841956	1.0	0.0	3L	18841579	18842786	FBgn0052027	lncRNA:CR32027	FBtr0307116	lncRNA:CR32027-RB	0
3L	18841906	18842906	1.0	0.0	3L	18828632	18846267	FBgn0036816	Indy	FBtr0075081	Indy-RB	0
3L	18841906	18842906	1.0	0.0	3L	18841579	18842786	FBgn0052027	lncRNA:CR32027	FBtr0307116	lncRNA:CR32027-RB	0
