Chromosome,Start,End,label_head,label_testis,Nearest_Chromosome,Nearest_Start,Nearest_End,Gene_ID,Distance
3L,11153950,11154950,0.0,1.0,3L,11096496,11098556,FBgn0083068,-55395
3L,11164372,11165372,1.0,1.0,3L,11096496,11098556,FBgn0083068,-65817
3L,11169258,11170258,1.0,1.0,3L,11096496,11098556,FBgn0083068,-70703
3L,11179341,11180341,0.0,1.0,3L,11096496,11098556,FBgn0083068,-80786
3L,11180456,11181456,0.0,1.0,3L,11096496,11098556,FBgn0083068,-81901
3L,11184901,11185901,1.0,1.0,3L,11096496,11098556,FBgn0083068,-86346
3L,11186652,11187652,0.0,1.0,3L,11096496,11098556,FBgn0083068,-88097
3L,11188905,11189905,1.0,0.0,3L,11096496,11098556,FBgn0083068,-90350
3L,11193826,11194826,0.0,1.0,3L,11096496,11098556,FBgn0083068,-95271
3L,11194999,11195999,1.0,0.0,3L,11096496,11098556,FBgn0083068,-96444
3L,11196942,11197942,1.0,1.0,3L,11096496,11098556,FBgn0083068,-98387
3L,11200730,11201730,0.0,1.0,3L,11096496,11098556,FBgn0083068,-102175
3L,11203772,11204772,0.0,1.0,3L,11096496,11098556,FBgn0083068,-105217
3L,11205223,11206223,1.0,1.0,3L,11096496,11098556,FBgn0083068,-106668
3L,11210215,11211215,1.0,1.0,3L,11096496,11098556,FBgn0083068,-111660
3L,11214818,11215818,1.0,1.0,3L,11096496,11098556,FBgn0083068,-116263
3L,11218541,11219541,1.0,0.0,3L,11096496,11098556,FBgn0083068,-119986
3L,11220089,11221089,1.0,0.0,3L,11096496,11098556,FBgn0083068,-121534
3L,11221436,11222436,0.0,1.0,3L,11096496,11098556,FBgn0083068,-122881
3L,11231318,11232318,1.0,0.0,3L,11096496,11098556,FBgn0083068,-132763
3L,11238849,11239849,1.0,1.0,3L,11096496,11098556,FBgn0083068,-140294
3L,11242219,11243219,1.0,1.0,3L,11096496,11098556,FBgn0083068,-143664
3L,11245857,11246857,1.0,1.0,3L,11096496,11098556,FBgn0083068,-147302
3L,11247270,11248270,1.0,1.0,3L,11096496,11098556,FBgn0083068,-148715
3L,11251586,11252586,1.0,1.0,3L,11397542,11397865,FBgn0265469,144957
3L,11253568,11254568,1.0,1.0,3L,11397542,11397865,FBgn0265469,142975
3L,11255854,11256854,1.0,0.0,3L,11397542,11397865,FBgn0265469,140689
3L,11256367,11257367,1.0,0.0,3L,11397542,11397865,FBgn0265469,140176
3L,11259636,11260636,0.0,1.0,3L,11397542,11397865,FBgn0265469,136907
3L,11260548,11261548,1.0,1.0,3L,11397542,11397865,FBgn0265469,135995
3L,11261430,11262430,0.0,1.0,3L,11397542,11397865,FBgn0265469,135113
3L,11263704,11264704,1.0,1.0,3L,11397542,11397865,FBgn0265469,132839
3L,11271956,11272956,1.0,1.0,3L,11397542,11397865,FBgn0265469,124587
3L,11274103,11275103,1.0,1.0,3L,11397542,11397865,FBgn0265469,122440
3L,11274660,11275660,0.0,1.0,3L,11397542,11397865,FBgn0265469,121883
3L,11275496,11276496,1.0,1.0,3L,11397542,11397865,FBgn0265469,121047
3L,11280087,11281087,1.0,0.0,3L,11397542,11397865,FBgn0265469,116456
3L,11283620,11284620,1.0,1.0,3L,11397542,11397865,FBgn0265469,112923
3L,11285287,11286287,1.0,1.0,3L,11397542,11397865,FBgn0265469,111256
3L,11290812,11291812,1.0,0.0,3L,11397542,11397865,FBgn0265469,105731
3L,11291719,11292719,1.0,1.0,3L,11397542,11397865,FBgn0265469,104824
3L,11293176,11294176,1.0,1.0,3L,11397542,11397865,FBgn0265469,103367
3L,11294450,11295450,1.0,1.0,3L,11397542,11397865,FBgn0265469,102093
3L,11295397,11296397,1.0,1.0,3L,11397542,11397865,FBgn0265469,101146
3L,11296166,11297166,1.0,0.0,3L,11397542,11397865,FBgn0265469,100377
3L,11296801,11297801,1.0,0.0,3L,11397542,11397865,FBgn0265469,99742
3L,11297695,11298695,1.0,1.0,3L,11397542,11397865,FBgn0265469,98848
3L,11303129,11304129,0.0,1.0,3L,11397542,11397865,FBgn0265469,93414
3L,11309920,11310920,0.0,1.0,3L,11397542,11397865,FBgn0265469,86623
3L,11310720,11311720,0.0,1.0,3L,11397542,11397865,FBgn0265469,85823
3L,11314233,11315233,1.0,0.0,3L,11397542,11397865,FBgn0265469,82310
3L,11314961,11315961,0.0,1.0,3L,11397542,11397865,FBgn0265469,81582
3L,11316362,11317362,0.0,1.0,3L,11397542,11397865,FBgn0265469,80181
3L,11317268,11318268,1.0,0.0,3L,11397542,11397865,FBgn0265469,79275
3L,11321585,11322585,1.0,0.0,3L,11397542,11397865,FBgn0265469,74958
3L,11323250,11324250,1.0,0.0,3L,11397542,11397865,FBgn0265469,73293
3L,11324120,11325120,1.0,0.0,3L,11397542,11397865,FBgn0265469,72423
3L,11325321,11326321,1.0,0.0,3L,11397542,11397865,FBgn0265469,71222
3L,11341594,11342594,1.0,0.0,3L,11397542,11397865,FBgn0265469,54949
3L,11346658,11347658,1.0,0.0,3L,11397542,11397865,FBgn0265469,49885
3L,11348969,11349969,1.0,1.0,3L,11397542,11397865,FBgn0265469,47574
3L,11349881,11350881,1.0,1.0,3L,11397542,11397865,FBgn0265469,46662
3L,11350713,11351713,1.0,1.0,3L,11397542,11397865,FBgn0265469,45830
3L,11358456,11359456,0.0,1.0,3L,11397542,11397865,FBgn0265469,38087
3L,11364684,11365684,1.0,1.0,3L,11397542,11397865,FBgn0265469,31859
3L,11366115,11367115,1.0,1.0,3L,11397542,11397865,FBgn0265469,30428
3L,11373115,11374115,0.0,1.0,3L,11397542,11397865,FBgn0265469,23428
3L,11380012,11381012,0.0,1.0,3L,11397542,11397865,FBgn0265469,16531
3L,11380792,11381792,0.0,1.0,3L,11397542,11397865,FBgn0265469,15751
3L,11381526,11382526,0.0,1.0,3L,11397542,11397865,FBgn0265469,15017
3L,11384080,11385080,0.0,1.0,3L,11397542,11397865,FBgn0265469,12463
3L,11399946,11400946,0.0,1.0,3L,11397542,11397865,FBgn0265469,-2082
3L,11401631,11402631,0.0,1.0,3L,11397542,11397865,FBgn0265469,-3767
3L,11402227,11403227,0.0,1.0,3L,11397542,11397865,FBgn0265469,-4363
3L,11414307,11415307,0.0,1.0,3L,11397542,11397865,FBgn0265469,-16443
3L,11415383,11416383,0.0,1.0,3L,11397542,11397865,FBgn0265469,-17519
3L,11416829,11417829,0.0,1.0,3L,11397542,11397865,FBgn0265469,-18965
3L,11417659,11418659,0.0,1.0,3L,11397542,11397865,FBgn0265469,-19795
3L,11418870,11419870,1.0,0.0,3L,11397542,11397865,FBgn0265469,-21006
3L,11421959,11422959,0.0,1.0,3L,11397542,11397865,FBgn0265469,-24095
3L,11428058,11429058,1.0,1.0,3L,11397542,11397865,FBgn0265469,-30194
3L,11429690,11430690,0.0,1.0,3L,11397542,11397865,FBgn0265469,-31826
3L,11430872,11431872,1.0,1.0,3L,11397542,11397865,FBgn0265469,-33008
3L,11431594,11432594,0.0,1.0,3L,11397542,11397865,FBgn0265469,-33730
3L,11434932,11435932,1.0,0.0,3L,11397542,11397865,FBgn0265469,-37068
3L,11436976,11437976,0.0,1.0,3L,11397542,11397865,FBgn0265469,-39112
3L,11438232,11439232,0.0,1.0,3L,11397542,11397865,FBgn0265469,-40368
3L,11439063,11440063,0.0,1.0,3L,11397542,11397865,FBgn0265469,-41199
3L,11453333,11454333,0.0,1.0,3L,11397542,11397865,FBgn0265469,-55469
3L,11454174,11455174,0.0,1.0,3L,11397542,11397865,FBgn0265469,-56310
3L,11465520,11466520,1.0,0.0,3L,11397542,11397865,FBgn0265469,-67656
3L,11479406,11480406,0.0,1.0,3L,11397542,11397865,FBgn0265469,-81542
3L,11480073,11481073,0.0,1.0,3L,11397542,11397865,FBgn0265469,-82209
3L,11487186,11488186,1.0,1.0,3L,11577006,11577495,FBgn0053271,88821
3L,11491251,11492251,1.0,1.0,3L,11577006,11577495,FBgn0053271,84756
3L,11492200,11493200,1.0,1.0,3L,11577006,11577495,FBgn0053271,83807
3L,11493097,11494097,1.0,1.0,3L,11577006,11577495,FBgn0053271,82910
3L,11512281,11513281,1.0,1.0,3L,11577006,11577495,FBgn0053271,63726
3L,11520282,11521282,0.0,1.0,3L,11577006,11577495,FBgn0053271,55725
3L,11523011,11524011,1.0,1.0,3L,11577006,11577495,FBgn0053271,52996
3L,11524508,11525508,0.0,1.0,3L,11577006,11577495,FBgn0053271,51499
3L,11525622,11526622,0.0,1.0,3L,11577006,11577495,FBgn0053271,50385
3L,11526541,11527541,1.0,0.0,3L,11577006,11577495,FBgn0053271,49466
3L,11528414,11529414,0.0,1.0,3L,11577006,11577495,FBgn0053271,47593
3L,11530995,11531995,0.0,1.0,3L,11577006,11577495,FBgn0053271,45012
3L,11532401,11533401,0.0,1.0,3L,11577006,11577495,FBgn0053271,43606
3L,11534116,11535116,1.0,1.0,3L,11577006,11577495,FBgn0053271,41891
3L,11536787,11537787,1.0,1.0,3L,11577006,11577495,FBgn0053271,39220
3L,11538731,11539731,1.0,0.0,3L,11577006,11577495,FBgn0053271,37276
3L,11539779,11540779,0.0,1.0,3L,11577006,11577495,FBgn0053271,36228
3L,11541536,11542536,1.0,0.0,3L,11577006,11577495,FBgn0053271,34471
3L,11544374,11545374,0.0,1.0,3L,11577006,11577495,FBgn0053271,31633
3L,11545459,11546459,1.0,1.0,3L,11577006,11577495,FBgn0053271,30548
3L,11547138,11548138,1.0,0.0,3L,11577006,11577495,FBgn0053271,28869
3L,11552849,11553849,1.0,1.0,3L,11577006,11577495,FBgn0053271,23158
3L,11555893,11556893,0.0,1.0,3L,11577006,11577495,FBgn0053271,20114
3L,11556567,11557567,0.0,1.0,3L,11577006,11577495,FBgn0053271,19440
3L,11558403,11559403,0.0,1.0,3L,11577006,11577495,FBgn0053271,17604
3L,11561839,11562839,1.0,1.0,3L,11577006,11577495,FBgn0053271,14168
3L,11564572,11565572,1.0,0.0,3L,11577006,11577495,FBgn0053271,11435
3L,11571641,11572641,1.0,0.0,3L,11577006,11577495,FBgn0053271,4366
3L,11586480,11587480,1.0,1.0,3L,11577006,11577495,FBgn0053271,-8986
3L,11591492,11592492,0.0,1.0,3L,11599505,11600065,FBgn0036178,7014
3L,11592289,11593289,0.0,1.0,3L,11599505,11600065,FBgn0036178,6217
3L,11596374,11597374,0.0,1.0,3L,11599505,11600065,FBgn0036178,2132
3L,11597873,11598873,0.0,1.0,3L,11599505,11600065,FBgn0036178,633
3L,11598735,11599735,0.0,1.0,3L,11599505,11600065,FBgn0036178,0
3L,11599321,11600321,0.0,1.0,3L,11599505,11600065,FBgn0036178,0
3L,11599844,11600844,1.0,0.0,3L,11599505,11600065,FBgn0036178,0
3L,11599844,11600844,1.0,0.0,3L,11600370,11600901,FBgn0286872,0
3L,11600957,11601957,1.0,1.0,3L,11600370,11600901,FBgn0286872,-57
3L,11601673,11602673,0.0,1.0,3L,11600370,11600901,FBgn0286872,-773
3L,11608643,11609643,1.0,1.0,3L,11610135,11610386,FBgn0262021,493
3L,11613158,11614158,1.0,0.0,3L,11610578,11620101,FBgn0036181,0
3L,11614221,11615221,1.0,0.0,3L,11610578,11620101,FBgn0036181,0
3L,11616364,11617364,1.0,0.0,3L,11610578,11620101,FBgn0036181,0
3L,11617912,11618912,1.0,0.0,3L,11610578,11620101,FBgn0036181,0
3L,11622952,11623952,1.0,1.0,3L,11610578,11620101,FBgn0036181,-2852
3L,11625273,11626273,0.0,1.0,3L,11610578,11620101,FBgn0036181,-5173
3L,11626059,11627059,0.0,1.0,3L,11610578,11620101,FBgn0036181,-5959
3L,11627745,11628745,1.0,1.0,3L,11610578,11620101,FBgn0036181,-7645
3L,11629084,11630084,0.0,1.0,3L,11610578,11620101,FBgn0036181,-8984
3L,11630282,11631282,0.0,1.0,3L,11610578,11620101,FBgn0036181,-10182
3L,11631024,11632024,1.0,0.0,3L,11610578,11620101,FBgn0036181,-10924
3L,11632961,11633961,1.0,0.0,3L,11610578,11620101,FBgn0036181,-12861
3L,11636784,11637784,0.0,1.0,3L,11610578,11620101,FBgn0036181,-16684
3L,11638056,11639056,1.0,0.0,3L,11610578,11620101,FBgn0036181,-17956
3L,11641622,11642622,1.0,0.0,3L,11610578,11620101,FBgn0036181,-21522
3L,11645738,11646738,1.0,0.0,3L,11610578,11620101,FBgn0036181,-25638
3L,11648107,11649107,1.0,1.0,3L,11610578,11620101,FBgn0036181,-28007
3L,11655927,11656927,0.0,1.0,3L,11610578,11620101,FBgn0036181,-35827
3L,11657401,11658401,0.0,1.0,3L,11610578,11620101,FBgn0036181,-37301
3L,11659209,11660209,0.0,1.0,3L,11610578,11620101,FBgn0036181,-39109
3L,11661394,11662394,0.0,1.0,3L,11610578,11620101,FBgn0036181,-41294
3L,11662463,11663463,0.0,1.0,3L,11610578,11620101,FBgn0036181,-42363
3L,11663169,11664169,1.0,0.0,3L,11610578,11620101,FBgn0036181,-43069
3L,11666126,11667126,0.0,1.0,3L,11610578,11620101,FBgn0036181,-46026
3L,11667567,11668567,1.0,0.0,3L,11610578,11620101,FBgn0036181,-47467
3L,11671304,11672304,0.0,1.0,3L,11610578,11620101,FBgn0036181,-51204
3L,11671965,11672965,0.0,1.0,3L,11610578,11620101,FBgn0036181,-51865
3L,11678148,11679148,0.0,1.0,3L,11610578,11620101,FBgn0036181,-58048
3L,11679254,11680254,0.0,1.0,3L,11610578,11620101,FBgn0036181,-59154
3L,11679890,11680890,0.0,1.0,3L,11610578,11620101,FBgn0036181,-59790
3L,11681575,11682575,1.0,1.0,3L,11610578,11620101,FBgn0036181,-61475
3L,11683841,11684841,1.0,1.0,3L,11610578,11620101,FBgn0036181,-63741
3L,11688883,11689883,1.0,0.0,3L,11610578,11620101,FBgn0036181,-68783
3L,11690601,11691601,0.0,1.0,3L,11610578,11620101,FBgn0036181,-70501
3L,11695989,11696989,1.0,1.0,3L,11610578,11620101,FBgn0036181,-75889
3L,11702860,11703860,1.0,1.0,3L,11610578,11620101,FBgn0036181,-82760
3L,11708133,11709133,1.0,1.0,3L,11610578,11620101,FBgn0036181,-88033
3L,11710832,11711832,1.0,1.0,3L,11610578,11620101,FBgn0036181,-90732
3L,11714932,11715932,1.0,1.0,3L,11610578,11620101,FBgn0036181,-94832
3L,11720712,11721712,1.0,1.0,3L,11610578,11620101,FBgn0036181,-100612
3L,11721891,11722891,1.0,1.0,3L,11610578,11620101,FBgn0036181,-101791
3L,11723076,11724076,1.0,1.0,3L,11610578,11620101,FBgn0036181,-102976
3L,11737852,11738852,0.0,1.0,3L,11610578,11620101,FBgn0036181,-117752
3L,11738504,11739504,0.0,1.0,3L,11610578,11620101,FBgn0036181,-118404
3L,11741287,11742287,0.0,1.0,3L,11610578,11620101,FBgn0036181,-121187
3L,11764643,11765643,0.0,1.0,3L,11610578,11620101,FBgn0036181,-144543
3L,11765528,11766528,1.0,1.0,3L,11610578,11620101,FBgn0036181,-145428
3L,11772249,11773249,0.0,1.0,3L,11610578,11620101,FBgn0036181,-152149
3L,11777008,11778008,1.0,1.0,3L,11610578,11620101,FBgn0036181,-156908
3L,11784809,11785809,0.0,1.0,3L,11610578,11620101,FBgn0036181,-164709
3L,11789034,11790034,1.0,1.0,3L,11610578,11620101,FBgn0036181,-168934
3L,11793160,11794160,0.0,1.0,3L,11610578,11620101,FBgn0036181,-173060
3L,11793799,11794799,1.0,0.0,3L,11610578,11620101,FBgn0036181,-173699
3L,11795197,11796197,1.0,1.0,3L,11610578,11620101,FBgn0036181,-175097
3L,11814992,11815992,0.0,1.0,3L,11610578,11620101,FBgn0036181,-194892
3L,11819356,11820356,1.0,1.0,3L,11610578,11620101,FBgn0036181,-199256
3L,11821368,11822368,1.0,1.0,3L,11610578,11620101,FBgn0036181,-201268
3L,11822419,11823419,0.0,1.0,3L,11610578,11620101,FBgn0036181,-202319
3L,11825237,11826237,1.0,1.0,3L,11610578,11620101,FBgn0036181,-205137
3L,11832186,11833186,1.0,0.0,3L,12032557,12032999,FBgn0264725,199372
3L,11832894,11833894,1.0,1.0,3L,12032557,12032999,FBgn0264725,198664
3L,11854850,11855850,1.0,0.0,3L,12032557,12032999,FBgn0264725,176708
3L,11855670,11856670,1.0,0.0,3L,12032557,12032999,FBgn0264725,175888
3L,11857174,11858174,0.0,1.0,3L,12032557,12032999,FBgn0264725,174384
3L,11862580,11863580,0.0,1.0,3L,12032557,12032999,FBgn0264725,168978
3L,11863680,11864680,0.0,1.0,3L,12032557,12032999,FBgn0264725,167878
3L,11874265,11875265,0.0,1.0,3L,12032557,12032999,FBgn0264725,157293
3L,11874786,11875786,0.0,1.0,3L,12032557,12032999,FBgn0264725,156772
3L,11875732,11876732,0.0,1.0,3L,12032557,12032999,FBgn0264725,155826
3L,11884442,11885442,0.0,1.0,3L,12032557,12032999,FBgn0264725,147116
3L,11891539,11892539,0.0,1.0,3L,12032557,12032999,FBgn0264725,140019
3L,11892377,11893377,0.0,1.0,3L,12032557,12032999,FBgn0264725,139181
3L,11893312,11894312,0.0,1.0,3L,12032557,12032999,FBgn0264725,138246
3L,11893918,11894918,0.0,1.0,3L,12032557,12032999,FBgn0264725,137640
3L,11896374,11897374,0.0,1.0,3L,12032557,12032999,FBgn0264725,135184
3L,11898121,11899121,1.0,0.0,3L,12032557,12032999,FBgn0264725,133437
3L,11900426,11901426,0.0,1.0,3L,12032557,12032999,FBgn0264725,131132
3L,11901256,11902256,0.0,1.0,3L,12032557,12032999,FBgn0264725,130302
3L,11903040,11904040,0.0,1.0,3L,12032557,12032999,FBgn0264725,128518
3L,11904908,11905908,0.0,1.0,3L,12032557,12032999,FBgn0264725,126650
3L,11909537,11910537,0.0,1.0,3L,12032557,12032999,FBgn0264725,122021
3L,11910179,11911179,0.0,1.0,3L,12032557,12032999,FBgn0264725,121379
3L,11914576,11915576,0.0,1.0,3L,12032557,12032999,FBgn0264725,116982
3L,11926964,11927964,0.0,1.0,3L,12032557,12032999,FBgn0264725,104594
3L,11936882,11937882,0.0,1.0,3L,12032557,12032999,FBgn0264725,94676
3L,11938425,11939425,0.0,1.0,3L,12032557,12032999,FBgn0264725,93133
3L,11950513,11951513,1.0,0.0,3L,12032557,12032999,FBgn0264725,81045
3L,11961125,11962125,1.0,0.0,3L,12032557,12032999,FBgn0264725,70433
3L,11962901,11963901,1.0,0.0,3L,12032557,12032999,FBgn0264725,68657
3L,11969255,11970255,1.0,0.0,3L,12032557,12032999,FBgn0264725,62303
3L,11992598,11993598,1.0,1.0,3L,12032557,12032999,FBgn0264725,38960
3L,11997547,11998547,0.0,1.0,3L,12032557,12032999,FBgn0264725,34011
3L,12002431,12003431,1.0,1.0,3L,12032557,12032999,FBgn0264725,29127
3L,12003746,12004746,1.0,0.0,3L,12032557,12032999,FBgn0264725,27812
3L,12007667,12008667,1.0,0.0,3L,12032557,12032999,FBgn0264725,23891
3L,12011112,12012112,1.0,0.0,3L,12032557,12032999,FBgn0264725,20446
3L,12027341,12028341,1.0,0.0,3L,12032557,12032999,FBgn0264725,4217
3L,12031848,12032848,1.0,0.0,3L,12032557,12032999,FBgn0264725,0
3L,12033703,12034703,1.0,0.0,3L,12032557,12032999,FBgn0264725,-705
3L,12038543,12039543,1.0,0.0,3L,12044579,12045356,FBgn0263647,5037
3L,12040149,12041149,0.0,1.0,3L,12044579,12045356,FBgn0263647,3431
3L,12049460,12050460,1.0,0.0,3L,12044579,12045356,FBgn0263647,-4105
3L,12052180,12053180,1.0,1.0,3L,12044579,12045356,FBgn0263647,-6825
3L,12054108,12055108,0.0,1.0,3L,12044579,12045356,FBgn0263647,-8753
3L,12056084,12057084,1.0,1.0,3L,12044579,12045356,FBgn0263647,-10729
3L,12066416,12067416,1.0,0.0,3L,12044579,12045356,FBgn0263647,-21061
3L,12072999,12073999,1.0,0.0,3L,12088626,12089225,FBgn0036246,14628
3L,12073818,12074818,1.0,0.0,3L,12088626,12089225,FBgn0036246,13809
3L,12074542,12075542,1.0,0.0,3L,12088626,12089225,FBgn0036246,13085
3L,12075425,12076425,1.0,0.0,3L,12088626,12089225,FBgn0036246,12202
3L,12077394,12078394,0.0,1.0,3L,12088626,12089225,FBgn0036246,10233
3L,12081263,12082263,1.0,1.0,3L,12088626,12089225,FBgn0036246,6364
3L,12089817,12090817,1.0,1.0,3L,12088626,12089225,FBgn0036246,-593
3L,12092240,12093240,1.0,0.0,3L,12088626,12089225,FBgn0036246,-3016
3L,12092661,12093661,0.0,1.0,3L,12088626,12089225,FBgn0036246,-3437
3L,12104069,12105069,1.0,0.0,3L,12088626,12089225,FBgn0036246,-14845
3L,12110711,12111711,1.0,0.0,3L,12088626,12089225,FBgn0036246,-21487
3L,12115774,12116774,1.0,1.0,3L,12088626,12089225,FBgn0036246,-26550
3L,12117950,12118950,1.0,1.0,3L,12088626,12089225,FBgn0036246,-28726
3L,12119644,12120644,1.0,1.0,3L,12088626,12089225,FBgn0036246,-30420
3L,12121878,12122878,1.0,0.0,3L,12088626,12089225,FBgn0036246,-32654
3L,12124221,12125221,1.0,1.0,3L,12088626,12089225,FBgn0036246,-34997
3L,12131805,12132805,1.0,1.0,3L,12088626,12089225,FBgn0036246,-42581
3L,12136286,12137286,1.0,0.0,3L,12088626,12089225,FBgn0036246,-47062
3L,12138580,12139580,1.0,1.0,3L,12088626,12089225,FBgn0036246,-49356
3L,12146071,12147071,1.0,1.0,3L,12088626,12089225,FBgn0036246,-56847
3L,12147564,12148564,0.0,1.0,3L,12088626,12089225,FBgn0036246,-58340
3L,12148282,12149282,0.0,1.0,3L,12088626,12089225,FBgn0036246,-59058
3L,12148879,12149879,1.0,1.0,3L,12088626,12089225,FBgn0036246,-59655
3L,12160062,12161062,0.0,1.0,3L,12088626,12089225,FBgn0036246,-70838
3L,12161824,12162824,0.0,1.0,3L,12088626,12089225,FBgn0036246,-72600
3L,12163146,12164146,0.0,1.0,3L,12088626,12089225,FBgn0036246,-73922
3L,12171234,12172234,0.0,1.0,3L,12088626,12089225,FBgn0036246,-82010
3L,12172521,12173521,0.0,1.0,3L,12088626,12089225,FBgn0036246,-83297
3L,12173445,12174445,0.0,1.0,3L,12088626,12089225,FBgn0036246,-84221
3L,12175163,12176163,0.0,1.0,3L,12088626,12089225,FBgn0036246,-85939
3L,12176126,12177126,1.0,0.0,3L,12088626,12089225,FBgn0036246,-86902
3L,12179448,12180448,0.0,1.0,3L,12088626,12089225,FBgn0036246,-90224
3L,12184151,12185151,0.0,1.0,3L,12088626,12089225,FBgn0036246,-94927
3L,12188340,12189340,0.0,1.0,3L,12088626,12089225,FBgn0036246,-99116
3L,12193259,12194259,1.0,1.0,3L,12088626,12089225,FBgn0036246,-104035
3L,12197164,12198164,1.0,0.0,3L,12088626,12089225,FBgn0036246,-107940
3L,12203121,12204121,1.0,1.0,3L,12310805,12311961,FBgn0265455,106685
3L,12205432,12206432,1.0,1.0,3L,12310805,12311961,FBgn0265455,104374
3L,12215240,12216240,0.0,1.0,3L,12310805,12311961,FBgn0265455,94566
3L,12216749,12217749,0.0,1.0,3L,12310805,12311961,FBgn0265455,93057
3L,12220507,12221507,0.0,1.0,3L,12310805,12311961,FBgn0265455,89299
3L,12221988,12222988,0.0,1.0,3L,12310805,12311961,FBgn0265455,87818
3L,12222939,12223939,0.0,1.0,3L,12310805,12311961,FBgn0265455,86867
3L,12223539,12224539,0.0,1.0,3L,12310805,12311961,FBgn0265455,86267
3L,12224355,12225355,0.0,1.0,3L,12310805,12311961,FBgn0265455,85451
3L,12230403,12231403,0.0,1.0,3L,12310805,12311961,FBgn0265455,79403
3L,12232242,12233242,0.0,1.0,3L,12310805,12311961,FBgn0265455,77564
3L,12233128,12234128,0.0,1.0,3L,12310805,12311961,FBgn0265455,76678
3L,12234424,12235424,0.0,1.0,3L,12310805,12311961,FBgn0265455,75382
3L,12235934,12236934,0.0,1.0,3L,12310805,12311961,FBgn0265455,73872
3L,12240859,12241859,0.0,1.0,3L,12310805,12311961,FBgn0265455,68947
3L,12242634,12243634,0.0,1.0,3L,12310805,12311961,FBgn0265455,67172
3L,12249651,12250651,0.0,1.0,3L,12310805,12311961,FBgn0265455,60155
3L,12250749,12251749,0.0,1.0,3L,12310805,12311961,FBgn0265455,59057
3L,12255152,12256152,0.0,1.0,3L,12310805,12311961,FBgn0265455,54654
3L,12255894,12256894,1.0,1.0,3L,12310805,12311961,FBgn0265455,53912
3L,12258436,12259436,0.0,1.0,3L,12310805,12311961,FBgn0265455,51370
3L,12266138,12267138,1.0,1.0,3L,12310805,12311961,FBgn0265455,43668
3L,12270769,12271769,1.0,1.0,3L,12310805,12311961,FBgn0265455,39037
3L,12275114,12276114,1.0,0.0,3L,12310805,12311961,FBgn0265455,34692
3L,12276954,12277954,1.0,1.0,3L,12310805,12311961,FBgn0265455,32852
3L,12295842,12296842,0.0,1.0,3L,12310805,12311961,FBgn0265455,13964
3L,12328446,12329446,0.0,1.0,3L,12310805,12311961,FBgn0265455,-16486
3L,12336045,12337045,1.0,0.0,3L,12310805,12311961,FBgn0265455,-24085
3L,12351159,12352159,0.0,1.0,3L,12310805,12311961,FBgn0265455,-39199
3L,12358377,12359377,0.0,1.0,3L,12310805,12311961,FBgn0265455,-46417
3L,12380529,12381529,0.0,1.0,3L,12310805,12311961,FBgn0265455,-68569
3L,12384559,12385559,1.0,0.0,3L,12310805,12311961,FBgn0265455,-72599
3L,12385672,12386672,1.0,1.0,3L,12310805,12311961,FBgn0265455,-73712
3L,12387359,12388359,0.0,1.0,3L,12310805,12311961,FBgn0265455,-75399
3L,12388231,12389231,0.0,1.0,3L,12310805,12311961,FBgn0265455,-76271
3L,12390880,12391880,1.0,1.0,3L,12469072,12469784,FBgn0052102,77193
3L,12398817,12399817,1.0,1.0,3L,12469072,12469784,FBgn0052102,69256
3L,12405133,12406133,0.0,1.0,3L,12469072,12469784,FBgn0052102,62940
3L,12406918,12407918,1.0,1.0,3L,12469072,12469784,FBgn0052102,61155
3L,12408159,12409159,1.0,1.0,3L,12469072,12469784,FBgn0052102,59914
3L,12409333,12410333,1.0,0.0,3L,12469072,12469784,FBgn0052102,58740
3L,12414181,12415181,1.0,1.0,3L,12469072,12469784,FBgn0052102,53892
3L,12416945,12417945,1.0,1.0,3L,12469072,12469784,FBgn0052102,51128
3L,12425783,12426783,0.0,1.0,3L,12469072,12469784,FBgn0052102,42290
3L,12426916,12427916,1.0,0.0,3L,12469072,12469784,FBgn0052102,41157
3L,12432291,12433291,1.0,1.0,3L,12469072,12469784,FBgn0052102,35782
3L,12433770,12434770,1.0,1.0,3L,12469072,12469784,FBgn0052102,34303
3L,12448988,12449988,0.0,1.0,3L,12469072,12469784,FBgn0052102,19085
3L,12462696,12463696,0.0,1.0,3L,12469072,12469784,FBgn0052102,5377
3L,12467636,12468636,1.0,1.0,3L,12469072,12469784,FBgn0052102,437
3L,12471292,12472292,1.0,1.0,3L,12469072,12469784,FBgn0052102,-1509
3L,12484561,12485561,1.0,1.0,3L,12469072,12469784,FBgn0052102,-14778
3L,12490167,12491167,1.0,1.0,3L,12469072,12469784,FBgn0052102,-20384
3L,12495295,12496295,0.0,1.0,3L,12469072,12469784,FBgn0052102,-25512
3L,12496859,12497859,1.0,1.0,3L,12469072,12469784,FBgn0052102,-27076
3L,12500900,12501900,1.0,1.0,3L,12469072,12469784,FBgn0052102,-31117
3L,12503721,12504721,1.0,1.0,3L,12469072,12469784,FBgn0052102,-33938
3L,12507031,12508031,0.0,1.0,3L,12469072,12469784,FBgn0052102,-37248
3L,12514961,12515961,1.0,1.0,3L,12469072,12469784,FBgn0052102,-45178
3L,12523685,12524685,1.0,1.0,3L,12469072,12469784,FBgn0052102,-53902
3L,12526219,12527219,1.0,1.0,3L,12469072,12469784,FBgn0052102,-56436
