Chromosome,Start,End,label_head,label_testis,Nearest_Chromosome,Nearest_Start,Nearest_End,dmel_denovo_gene,dyak_ortho_gene,Strand,Distance
3R,6791000,6792000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-360309
3R,6800000,6801000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-351309
3R,6804000,6805000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-347309
3R,6809000,6810000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-342309
3R,6815000,6816000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-336309
3R,6835000,6836000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-316309
3R,6856000,6857000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-295309
3R,6877000,6878000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-274309
3R,6882000,6883000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-269309
3R,6894000,6895000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-257309
3R,6894815,6895815,1.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-256494
3R,6915000,6916000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-236309
3R,6919000,6920000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-232309
3R,6921000,6922000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-230309
3R,6931000,6932000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-220309
3R,6935000,6936000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-216309
3R,6938000,6939000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-213309
3R,6961000,6962000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-190309
3R,6974375,6975375,0.0,1.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-176934
3R,6982000,6983000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-169309
3R,6986000,6987000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-165309
3R,7002000,7003000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-149309
3R,7017408,7018408,1.0,1.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-133901
3R,7024000,7025000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-127309
3R,7031000,7032000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-120309
3R,7038000,7039000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-113309
3R,7044057,7045057,1.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-107252
3R,7045852,7046852,0.0,1.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-105457
3R,7084000,7085000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-67309
3R,7086576,7087576,0.0,1.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-64733
3R,7088000,7089000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-63309
3R,7090000,7091000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-61309
3R,7100000,7101000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-51309
3R,7112000,7113000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-39309
3R,7134000,7135000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-17309
3R,7147000,7148000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-4309
3R,7149948,7150948,0.0,1.0,3R,7152308,7153010,FBgn0037500,GE25793,+,-1361
3R,7159000,7160000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,5991
3R,7169000,7170000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,15991
3R,7170000,7171000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,16991
3R,7171000,7172000,0.0,0.0,3R,7152308,7153010,FBgn0037500,GE25793,+,17991
3R,7183000,7184000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,-21357
3R,7191000,7192000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,-13357
3R,7197000,7198000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,-7357
3R,7199740,7200740,1.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,-4617
3R,7202883,7203883,1.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,-1474
3R,7205000,7206000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,0
3R,7206000,7207000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,0
3R,7210000,7211000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,1517
3R,7216000,7217000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,7517
3R,7219000,7220000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,10517
3R,7223000,7224000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,14517
3R,7230726,7231726,1.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,22243
3R,7233000,7234000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,24517
3R,7258000,7259000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,49517
3R,7275000,7276000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,66517
3R,7281000,7282000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,72517
3R,7283000,7284000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,74517
3R,7286000,7287000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,77517
3R,7292000,7293000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,83517
3R,7293000,7294000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,84517
3R,7296000,7297000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,87517
3R,7308000,7309000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,99517
3R,7311000,7312000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,102517
3R,7343000,7344000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,134517
3R,7346000,7347000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,137517
3R,7351859,7352859,1.0,1.0,3R,7205356,7208484,FBgn0260713,GE28008,-,143376
3R,7353000,7354000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,144517
3R,7355000,7356000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,146517
3R,7364721,7365721,1.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,156238
3R,7371000,7372000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,162517
3R,7376000,7377000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,167517
3R,7388000,7389000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,179517
3R,7396299,7397299,1.0,1.0,3R,7205356,7208484,FBgn0260713,GE28008,-,187816
3R,7418254,7419254,0.0,1.0,3R,7205356,7208484,FBgn0260713,GE28008,-,209771
3R,7424000,7425000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,215517
3R,7431000,7432000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,222517
3R,7441000,7442000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,232517
3R,7443000,7444000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,234517
3R,7450114,7451114,0.0,1.0,3R,7205356,7208484,FBgn0260713,GE28008,-,241631
3R,7500000,7501000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,291517
3R,7507000,7508000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,298517
3R,7513000,7514000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,304517
3R,7520000,7521000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,311517
3R,7521000,7522000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,312517
3R,7529000,7530000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,320517
3R,7531000,7532000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,322517
3R,7537000,7538000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,328517
3R,7538000,7539000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,329517
3R,7558000,7559000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,349517
3R,7559000,7560000,0.0,0.0,3R,7205356,7208484,FBgn0260713,GE28008,-,350517
3R,7587000,7588000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-363235
3R,7592000,7593000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-358235
3R,7593000,7594000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-357235
3R,7599000,7600000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-351235
3R,7608000,7609000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-342235
3R,7616000,7617000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-334235
3R,7628000,7629000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-322235
3R,7629000,7630000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-321235
3R,7630000,7631000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-320235
3R,7637000,7638000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-313235
3R,7653000,7654000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-297235
3R,7657000,7658000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-293235
3R,7664000,7665000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-286235
3R,7668000,7669000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-282235
3R,7669000,7670000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-281235
3R,7672399,7673399,1.0,1.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-277836
3R,7675516,7676516,0.0,1.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-274719
3R,7678000,7679000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-272235
3R,7680000,7681000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-270235
3R,7691495,7692495,1.0,1.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-258740
3R,7703000,7704000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-247235
3R,7719000,7720000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-231235
3R,7722000,7723000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-228235
3R,7745000,7746000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-205235
3R,7748000,7749000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-202235
3R,7754000,7755000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-196235
3R,7794000,7795000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-156235
3R,7799000,7800000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-151235
3R,7804000,7805000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-146235
3R,7812000,7813000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-138235
3R,7819000,7820000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-131235
3R,7820000,7821000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-130235
3R,7828145,7829145,1.0,1.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-122090
3R,7835000,7836000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-115235
3R,7846000,7847000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-104235
3R,7855000,7856000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-95235
3R,7857000,7858000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-93235
3R,7859000,7860000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-91235
3R,7864127,7865127,0.0,1.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-86108
3R,7879000,7880000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-71235
3R,7883889,7884889,0.0,1.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-66346
3R,7893000,7894000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-57235
3R,7898000,7899000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-52235
3R,7908000,7909000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-42235
3R,7924485,7925485,0.0,1.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-25750
3R,7948000,7949000,0.0,0.0,3R,7951234,7951718,FBgn0262144,GE28254,+,-2235
3R,7981000,7982000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,26568
3R,7982000,7983000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,27568
3R,7991000,7992000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,36568
3R,7993000,7994000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,38568
3R,8004217,8005217,1.0,1.0,3R,7954052,7954433,FBgn0262363,GE29254,+,49785
3R,8005824,8006824,1.0,1.0,3R,7954052,7954433,FBgn0262363,GE29254,+,51392
3R,8020000,8021000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,65568
3R,8026000,8027000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,71568
3R,8035000,8036000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,80568
3R,8056000,8057000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,101568
3R,8086000,8087000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,131568
3R,8095000,8096000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,140568
3R,8102000,8103000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,147568
3R,8108000,8109000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,153568
3R,8109000,8110000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,154568
3R,8111000,8112000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,156568
3R,8115000,8116000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,160568
3R,8124000,8125000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,169568
3R,8137000,8138000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,182568
3R,8180000,8181000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,225568
3R,8182000,8183000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,227568
3R,8187000,8188000,0.0,0.0,3R,7954052,7954433,FBgn0262363,GE29254,+,232568
3R,8189163,8190163,0.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-231636
3R,8197000,8198000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-223799
3R,8204364,8205364,1.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-216435
3R,8208000,8209000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-212799
3R,8218030,8219030,0.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-202769
3R,8222000,8223000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-198799
3R,8233000,8234000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-187799
3R,8260322,8261322,1.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-160477
3R,8262000,8263000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-158799
3R,8263000,8264000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-157799
3R,8279000,8280000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-141799
3R,8287413,8288413,1.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-133386
3R,8292100,8293100,0.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-128699
3R,8297000,8298000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-123799
3R,8309000,8310000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-111799
3R,8329000,8330000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-91799
3R,8338000,8339000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-82799
3R,8339490,8340490,0.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-81309
3R,8356000,8357000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-64799
3R,8358000,8359000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-62799
3R,8371000,8372000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-49799
3R,8383000,8384000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-37799
3R,8389000,8390000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-31799
3R,8391000,8392000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-29799
3R,8393000,8394000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-27799
3R,8400126,8401126,0.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-20673
3R,8402000,8403000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-18799
3R,8405000,8406000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-15799
3R,8406000,8407000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-14799
3R,8415869,8416869,1.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-4930
3R,8418067,8419067,0.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,-2732
3R,8433000,8434000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,5617
3R,8444333,8445333,1.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,16950
3R,8456000,8457000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,28617
3R,8461442,8462442,1.0,1.0,3R,8421798,8427384,FBgn0040531,GE24845,-,34059
3R,8469000,8470000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,41617
3R,8475000,8476000,0.0,0.0,3R,8421798,8427384,FBgn0040531,GE24845,-,47617
3R,8490000,8491000,0.0,0.0,3R,8542414,8543376,FBgn0259992,GE27793,-,-51415
3R,8499000,8500000,0.0,0.0,3R,8542414,8543376,FBgn0259992,GE27793,-,-42415
3R,8510273,8511273,1.0,0.0,3R,8542414,8543376,FBgn0259992,GE27793,-,-31142
3R,8514000,8515000,0.0,0.0,3R,8542414,8543376,FBgn0259992,GE27793,-,-27415
3R,8525000,8526000,0.0,0.0,3R,8542414,8543376,FBgn0259992,GE27793,-,-16415
3R,8532000,8533000,0.0,0.0,3R,8542414,8543376,FBgn0259992,GE27793,-,-9415
3R,8538869,8539869,1.0,1.0,3R,8542414,8543376,FBgn0259992,GE27793,-,-2546
3R,8542000,8543000,0.0,0.0,3R,8542414,8543376,FBgn0259992,GE27793,-,0
3R,8554000,8555000,0.0,0.0,3R,8542414,8543376,FBgn0259992,GE27793,-,10625
3R,8559000,8560000,0.0,0.0,3R,8567512,8568589,FBgn0053325,GE18061,-,-7513
3R,8564787,8565787,1.0,1.0,3R,8567512,8568589,FBgn0053325,GE18061,-,-1726
3R,8566000,8567000,0.0,0.0,3R,8567512,8568589,FBgn0053325,GE18061,-,-513
3R,8588000,8589000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,14182
3R,8590000,8591000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,16182
3R,8592000,8593000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,18182
3R,8598866,8599866,1.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,25048
3R,8601000,8602000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,27182
3R,8605000,8606000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,31182
3R,8622189,8623189,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,48371
3R,8630498,8631498,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,56680
3R,8644000,8645000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,70182
3R,8677220,8678220,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,103402
3R,8683192,8684192,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,109374
3R,8704000,8705000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,130182
3R,8710487,8711487,1.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,136669
3R,8723000,8724000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,149182
3R,8728738,8729738,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,154920
3R,8733943,8734943,1.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,160125
3R,8739000,8740000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,165182
3R,8741180,8742180,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,167362
3R,8744000,8745000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,170182
3R,8750730,8751730,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,176912
3R,8755000,8756000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,181182
3R,8757441,8758441,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,183623
3R,8786000,8787000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,212182
3R,8800346,8801346,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,226528
3R,8803393,8804393,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,229575
3R,8806000,8807000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,232182
3R,8823000,8824000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,249182
3R,8825167,8826167,1.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,251349
3R,8831000,8832000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,257182
3R,8839000,8840000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,265182
3R,8841000,8842000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,267182
3R,8858000,8859000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,284182
3R,8861094,8862094,0.0,1.0,3R,8573423,8573819,FBgn0265158,GE27847,-,287276
3R,8867000,8868000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,293182
3R,8883000,8884000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,309182
3R,8890000,8891000,0.0,0.0,3R,8573423,8573819,FBgn0265158,GE27847,-,316182
3R,8902895,8903895,0.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-323959
3R,8903765,8904765,1.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-323089
3R,8925028,8926028,1.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-301826
3R,8939000,8940000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-287854
3R,8942224,8943224,1.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-284630
3R,8944000,8945000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-282854
3R,8952334,8953334,0.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-274520
3R,8959000,8960000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-267854
3R,8968464,8969464,1.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-258390
3R,8977029,8978029,1.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-249825
3R,8982000,8983000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-244854
3R,8989103,8990103,1.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-237751
3R,9011000,9012000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-215854
3R,9013000,9014000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-213854
3R,9019000,9020000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-207854
3R,9028000,9029000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-198854
3R,9035000,9036000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-191854
3R,9040000,9041000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-186854
3R,9041000,9042000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-185854
3R,9043013,9044013,1.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-183841
3R,9056095,9057095,0.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-170759
3R,9061000,9062000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-165854
3R,9066355,9067355,1.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-160499
3R,9070000,9071000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-156854
3R,9083000,9084000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-143854
3R,9089209,9090209,1.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-137645
3R,9096000,9097000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-130854
3R,9103804,9104804,1.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-123050
3R,9106168,9107168,1.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-120686
3R,9108000,9109000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-118854
3R,9109000,9110000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-117854
3R,9119000,9120000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-107854
3R,9145000,9146000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-81854
3R,9157000,9158000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-69854
3R,9169000,9170000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-57854
3R,9188000,9189000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-38854
3R,9198477,9199477,1.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-28377
3R,9204000,9205000,0.0,0.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-22854
3R,9210547,9211547,1.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-16307
3R,9211180,9212180,1.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-15674
3R,9212893,9213893,1.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-13961
3R,9223120,9224120,0.0,1.0,3R,9227853,9229664,FBgn0263750,GE28433,+,-3734
